Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Touchscreen,Ips,X_res,Y_res,ppi,Cpu Name,Cpu brand,HDD,SSD,Hybrid,Flash_Storage,Gpu brand,os,gpu_AMD,gpu_Intel,gpu_Nvidia,cpu_brand_AMD Processor,cpu_brand_Intel Core i3,cpu_brand_Intel Core i5,cpu_brand_Intel Core i7,cpu_brand_Other Intel Processor
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512 SSD,Nvidia GeForce 930M,Windows 10,2.4,74751.84,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8,1000 HDD,Intel HD Graphics 520,Windows 10,2.2,24455.52,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,1000,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Dell,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,12,1000 HDD,Nvidia GeForce 150MX,Windows 10,2.77,53226.72,1,0,1920,1080,127.33567457123111,Intel Core i5,Intel Core i5,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512 SSD,Intel HD Graphics 620,Windows 10,1.4,79866.72,0,1,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8,1000 HDD,Intel HD Graphics 405,No OS,2.2,17529.12,0,0,1366,768,100.45466986113651,Intel Celeron Quad,Other Intel Processor,1000,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,61751.52,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512 SSD,Intel HD Graphics 620,Windows 10,1.7,122490.72,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
HP,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4,32 Flash Storage,Intel HD Graphics 515,Chrome OS,1.29,32767.2,0,0,3200,1800,276.053530085501,Intel Pentium Dual,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Lenovo,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8,500 HDD,Nvidia GeForce 920MX,No OS,2.2,33513.119999999995,0,0,1366,768,100.45466986113651,Intel Core i7,Intel Core i7,500,0,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,0,0,1,0
Acer,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,8,256 SSD,Intel HD Graphics 615,Windows 10,1.12,52693.92,0,1,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,3.21,109277.28,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Nvidia GeForce 930MX ,Windows 10,2.5,55677.6,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,168045.12,0,1,3840,2160,254.67134914246222,Intel Core i7,Intel Core i7,1000,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4,256 SSD,Intel HD Graphics 520,Windows 10,2.1,46193.76,1,1,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Toshiba,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.2,58341.6,0,0,1366,768,117.82653006268643,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512 SSD +  2000 HDD,Nvidia GeForce GT 940MX,Windows 10,2.26,58554.72,1,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,2000,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Nvidia GeForce 920MX ,Windows 10,2.2,30849.12,0,0,1920,1080,141.21199808219862,Intel Core i3,Intel Core i3,1000,0,0,0,Nvidia,Windows,0,0,1,0,1,0,0,0
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256 SSD,Nvidia GeForce 920MX ,No OS,2.2,26586.72,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,0,256,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,1,0,0,0
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 950M,No OS,2.69,47365.92,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,0,0,1,0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,128884.32,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,93772.8,0,1,1920,1080,176.23257360658386,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Intel HD Graphics 620,Linux,1.98,38681.28,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,1,0,0
Lenovo,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,128 SSD +  1000 HDD,Nvidia GeForce 940MX,Windows 10,2.8,50562.72,0,0,1600,900,106.11306214269258,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128 SSD,Intel HD Graphics 520,Windows 10,1.6,39207.1536,0,0,1920,1080,157.3505121487356,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512 SSD,Intel HD Graphics 520,Windows 10,1.54,78215.04,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,256 SSD,AMD Radeon R5 M420,Windows 10,2.18,39373.92,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,AMD,Windows,1,0,0,0,0,0,1,0
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6,1000 Hybrid,AMD Radeon R7 M440,Windows 10,2.04,29303.4672,0,0,1920,1080,141.21199808219862,AMD A9-Series 9410,AMD Processor,0,0,1000,0,AMD,Windows,1,0,0,1,0,0,0,0
HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16,512 SSD,Intel HD Graphics 515,Windows 10,1.16,104695.2,1,1,3200,1800,276.053530085501,Intel Core M,Other Intel Processor,0,512,0,0,Intel,Windows,0,1,0,0,0,0,0,1
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.62,52480.8,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,512 SSD,AMD Radeon 530,Windows 10,2.2,50562.72,0,0,1920,1080,141.21199808219862,AMD A12-Series 9720P,AMD Processor,0,512,0,0,AMD,Windows,1,0,0,1,0,0,0,0
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,50243.04,0,1,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128 SSD,Intel HD Graphics 620,Windows 10,1.7,31914.72,0,1,1920,1080,157.3505121487356,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Vero,Notebook,14.0,1366x768,Intel Atom X5-Z8350 1.44GHz,2,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.45,11231.424,0,0,1366,768,111.93520355955211,Intel Atom X5-Z8350,Other Intel Processor,0,0,0,32,Intel,Windows,0,1,0,0,0,0,0,1
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128 SSD +  1000 HDD,AMD Radeon 530,Windows 10,2.33,44968.32,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,128,0,0,AMD,Windows,1,0,0,0,0,1,0,0
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.23,74538.72,0,0,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500 HDD,Intel HD Graphics 500,Linux,2.0,11934.72,0,0,1366,768,100.45466986113651,Intel Celeron Dual,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500 HDD,AMD Radeon 520,Windows 10,1.86,23373.4032,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,500,0,0,0,AMD,Windows,1,0,0,0,1,0,0,0
Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,2.2,59620.32,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256 SSD +  1000 HDD,AMD Radeon RX 580,Windows 10,3.25,117162.72,0,1,1920,1080,127.33567457123111,AMD Ryzen 1700,AMD Processor,1000,256,0,0,AMD,Windows,1,0,0,1,0,0,0,0
Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,1000 HDD,Intel HD Graphics 520,Windows 10,1.62,34578.72,1,0,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,1000,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,AMD Radeon 520,Windows 10,2.13,38787.84,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,AMD,Windows,1,0,0,0,0,1,0,0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  2000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.43,130482.72,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,2000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512 SSD +  1000 HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,114552.0,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Dell,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512 SSD,Nvidia GeForce 940MX,Windows 10,2.77,95850.72,1,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,74538.72,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8,1000 HDD,AMD Radeon R5 M330,Windows 10,3.0,35111.52,0,0,1600,900,106.11306214269258,Intel Core i5,Intel Core i5,1000,0,0,0,AMD,Windows,1,0,0,0,0,1,0,0
Lenovo,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4,500 HDD,AMD Radeon R4 Graphics,No OS,2.2,16463.52,0,0,1366,768,100.45466986113651,AMD A6-Series 9220,AMD Processor,500,0,0,0,AMD,Others/No OS/Linux,1,0,0,1,0,0,0,0
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.65,78055.2,0,0,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,54757.9872,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,2.2,74538.72,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Nvidia GeForce 930MX,Windows 10,2.04,47365.92,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512 SSD,Intel HD Graphics 620,Windows 10,1.1,93181.392,1,0,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.23,99580.32,1,0,3200,1800,276.053530085501,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,2.05,39373.92,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500 HDD,Intel HD Graphics 520,Windows 10,1.86,23389.92,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,500,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500 HDD,Intel HD Graphics 520,No OS,2.8,28185.12,0,0,1920,1080,127.33567457123111,Intel Core i3,Intel Core i3,500,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,1,0,0,0
HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8,8 SSD,Nvidia Quadro M1000M,Windows 10,2.0,119826.72,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,8,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512 SSD,Intel UHD Graphics 620,Windows 10,1.19,79866.72,1,1,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 960M,Windows 10,2.9,80516.20319999999,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Intel HD Graphics 520,Windows 10,1.85,23922.72,0,0,1920,1080,141.21199808219862,Intel Core i3,Intel Core i3,1000,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500 HDD,Intel HD Graphics 620,Windows 10,1.9,43956.0,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,500,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8,256 SSD,Intel Iris Plus Graphics 640,Windows 10,1.23,73473.12,0,0,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6,256 SSD,Nvidia GeForce 920M,Windows 10,1.54,44275.68,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,512 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,4.14,145401.12,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD,Nvidia Quadro M2200,Windows 10,2.6,128884.32,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32 Flash Storage,Intel HD Graphics,Windows 10,1.43,14598.72,0,0,1366,768,111.93520355955211,Intel Celeron Dual,Other Intel Processor,0,0,0,32,Intel,Windows,0,1,0,0,0,0,0,1
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,128 SSD,Intel HD Graphics 520,Windows 10,1.8,33992.64,1,1,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,128,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,113060.16,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,180 SSD,Intel HD Graphics 620,Windows 10,1.44,39160.8,0,1,1920,1080,165.6321180513006,Intel Core i3,Intel Core i3,0,180,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,67132.8,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500 HDD,AMD Radeon 520,Windows 10,1.86,32639.8608,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,500,0,0,0,AMD,Windows,1,0,0,0,0,1,0,0
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.4,95850.72,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32 Flash Storage,Intel HD Graphics,Windows 10,1.35,13586.4,0,1,1920,1080,165.6321180513006,Intel Atom x5-Z8350,Other Intel Processor,0,0,0,32,Intel,Windows,0,1,0,0,0,0,0,1
Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1000 HDD,Intel HD Graphics 620,Windows 10,2.37,21258.1872,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,1000,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128 SSD +  1000 HDD,Nvidia GeForce GTX 970M,Windows 10,4.0,101232.0,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.28,136343.52,1,0,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,111834.72,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,128 SSD,AMD R4 Graphics,Windows 10,2.2,21258.72,0,0,1920,1080,141.21199808219862,AMD A6-Series 9220,AMD Processor,0,128,0,0,AMD,Windows,1,0,0,1,0,0,0,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128 SSD,Intel HD Graphics 620,Windows 10,2.05,33566.4,0,0,1920,1080,141.21199808219862,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000 HDD,Nvidia GeForce 930MX,Windows 10,2.63,68198.4,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 970M,Windows 10,3.21,70809.12,0,0,3840,2160,282.42399616439724,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4,256 SSD,AMD Radeon 520,Windows 10,1.91,25515.2592,0,0,1920,1080,141.21199808219862,AMD A6-Series A6-9220,AMD Processor,0,256,0,0,AMD,Windows,1,0,0,1,0,0,0,0
Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,1000 SSD,Nvidia Quadro M520M,Windows 10,2.5,175770.72,0,1,3840,2160,282.42399616439724,Intel Core i7,Intel Core i7,0,1000,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,66546.72,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Asus,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Nvidia GeForce 940MX,Linux,2.3,27864.9072,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,1000,0,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,0,1,0,0
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2,16 SSD,Intel HD Graphics,Chrome OS,2.19,10602.72,0,0,1366,768,100.45466986113651,Intel Celeron Dual,Other Intel Processor,0,16,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71874.72,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.43,77202.72,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8,1000 HDD,AMD Radeon R7,Windows 10,2.2,22857.12,0,0,1366,768,100.45466986113651,AMD A12-Series 9720P,AMD Processor,1000,0,0,0,AMD,Windows,1,0,0,1,0,0,0,0
